[7/12/20 01:16AM]	[CLANCHAT]: Nom: dang we went down 1 rank in runelocus	
[7/12/20 03:28PM]	[CLANCHAT]: Martijn: butt no problems anymore wth dcing anymore?	
[7/12/20 03:28PM]	[CLANCHAT]: Hairloss: Nope brother	
[7/12/20 03:28PM]	[CLANCHAT]: Martijn: thats aa good one what is ur main use of pvm range or melee	
[7/12/20 03:28PM]	[CLANCHAT]: Martijn: and good haha then flub ffoun the problem	
[7/12/20 03:29PM]	[CLANCHAT]: Hairloss: range mostly, and then melee	
[7/12/20 03:29PM]	[CLANCHAT]: Hairloss: Oh damn was it the brawling gloves?	
[7/12/20 03:29PM]	[CLANCHAT]: Martijn: b gloves?	
[7/12/20 03:29PM]	[CLANCHAT]: Martijn: whatcha meen	
[7/12/20 03:29PM]	[CLANCHAT]: Martijn: mean	
[7/12/20 03:29PM]	[CLANCHAT]: Hairloss: Legit melee brawling gloves made me unable to attack yesterday	
[7/12/20 03:29PM]	[CLANCHAT]: Martijn: really?	
[7/12/20 03:30PM]	[CLANCHAT]: Hairloss: Yeah, Flub was there	
[7/12/20 03:30PM]	[CLANCHAT]: Martijn: u have them?	
[7/12/20 03:30PM]	[CLANCHAT]: Hairloss: yeah	
[7/12/20 03:30PM]	[CLANCHAT]: Martijn: can u trade me one sec?	
[7/12/20 03:30PM]	[CLANCHAT]: Martijn: i fixxed that they give no bonus xp	
[7/12/20 03:30PM]	[CLANCHAT]: Hairloss: if you wear them and use defensive option on attack it prevents attacking	
[7/12/20 03:30PM]	[CLANCHAT]: Martijn: so they should work	
[7/12/20 03:30PM]	[CLANCHAT]: Hairloss: You at afk?	
[7/12/20 03:31PM]	[CLANCHAT]: Hairloss: can't trade em	
[7/12/20 03:32PM]	[CLANCHAT]: Hairloss: yep it's still makes me unable to attack	
[7/12/20 03:33PM]	[CLANCHAT]: Hairloss: Legit just following a rock crab around	
[7/12/20 03:33PM]	[CLANCHAT]: Martijn: lol	
[7/12/20 03:34PM]	[CLANCHAT]: Hairloss: It was rough man, I was trying to farm prestige with defense and hitpoint	
[7/12/20 03:34PM]	[CLANCHAT]: Hairloss: And I couldn;t attak until I reloged every hit with brawling gloves	
[7/12/20 03:34PM]	[CLANCHAT]: Martijn: lol fucking weird tho	
[7/12/20 03:35PM]	[CLANCHAT]: Martijn: i tested them on dev	
[7/12/20 03:35PM]	[CLANCHAT]: Hairloss: Exactly what flub said	
[7/12/20 03:35PM]	[CLANCHAT]: Martijn: no issues what so ever	
[7/12/20 03:35PM]	[CLANCHAT]: Hairloss: I wonder what caused this	
[7/12/20 03:35PM]	[CLANCHAT]: Hairloss: Anyways lemme relog now	
[7/12/20 03:39PM]	[CLANCHAT]: Martijn: item degrading is fucking them up	
[7/12/20 03:39PM]	[CLANCHAT]: Martijn: like they have charges hm u can use them 	
[7/12/20 03:40PM]	[CLANCHAT]: Martijn: but it wont take the degrading off it	
[7/12/20 03:40PM]	[CLANCHAT]: Hairloss: Oh snap	
[7/12/20 03:40PM]	[CLANCHAT]: Martijn: so it will be fixxed soon 	
[7/12/20 03:41PM]	[CLANCHAT]: Hairloss: Wait do chaotic stuff degrade too?	
[7/12/20 03:41PM]	[CLANCHAT]: Martijn: not sure tbh i dont think so	
[7/12/20 03:41PM]	[CLANCHAT]: Hairloss: Oh cool	
[7/12/20 03:41PM]	[CLANCHAT]: Hairloss: I think imma buy primal rapier and chaotic crossbow	
[7/12/20 03:41PM]	[CLANCHAT]: Hairloss: best range and melee weapons from dung I think	
[7/12/20 03:42PM]	[CLANCHAT]: Martijn: true man	
[7/12/20 03:42PM]	[CLANCHAT]: Martijn: sup sam how u doing	
[7/12/20 03:42PM]	[CLANCHAT]: Hairloss: Primals are like 5 times the price of chaotics in dung points	
[7/12/20 03:42PM]	[CLANCHAT]: Martijn: ik man 	
[7/12/20 03:43PM]	[CLANCHAT]: Hairloss: Are they better than drygore?	
[7/12/20 03:43PM]	[CLANCHAT]: Martijn: yea	
[7/12/20 03:43PM]	[CLANCHAT]: Hairloss: Oh noice	
[7/12/20 03:44PM]	[CLANCHAT]: Hairloss: Fr tho how'd you get primal stuff out of dung?	
[7/12/20 03:44PM]	[CLANCHAT]: Hairloss: Like primal armor	
[7/12/20 03:44PM]	[CLANCHAT]: Hairloss: So like the primal armor set you had?	
[7/12/20 03:45PM]	[CLANCHAT]: Hairloss: Or is that not possible?	
[7/12/20 03:45PM]	[CLANCHAT]: Martijn: lolol its going to be ingame soon	
[7/12/20 03:45PM]	[CLANCHAT]: Hairloss: Oh snap	
[7/12/20 03:45PM]	[CLANCHAT]: Hairloss: As a drop or dung reward?	
[7/12/20 03:46PM]	[CLANCHAT]: Martijn: dont know yet 	
[7/12/20 03:50PM]	[CLANCHAT]: Martijn: gz	
[7/12/20 03:50PM]	[CLANCHAT]: Hairloss: Cheers	
[7/12/20 03:58PM]	[CLANCHAT]: Hairloss: Welcome	
[7/12/20 03:58PM]	[CLANCHAT]: Pie: heey	
[7/12/20 03:58PM]	[CLANCHAT]: Hairloss: How are you?	
[7/12/20 03:59PM]	[CLANCHAT]: Pie: good and u?	
[7/12/20 03:59PM]	[CLANCHAT]: Hairloss: very good man thank you	
[7/12/20 03:59PM]	[CLANCHAT]: Hairloss: If you need anything just ask	
[7/12/20 04:00PM]	[CLANCHAT]: Hairloss: Mart how many Marts are there?	
[7/12/20 04:00PM]	[CLANCHAT]: Hairloss: Oh snap	
[7/12/20 04:01PM]	[CLANCHAT]: Banaan: and voting?	
[7/12/20 04:01PM]	[CLANCHAT]: Martijn: nah that works	
[7/12/20 04:01PM]	[CLANCHAT]: Banaan: okido	
[7/12/20 04:01PM]	[CLANCHAT]: Martijn: its not relly broken lol u can claim on more accounts then one	
[7/12/20 04:01PM]	[CLANCHAT]: Martijn: but i will be checking ip logs for new accounts	
[7/12/20 04:01PM]	[CLANCHAT]: Banaan: but thats only after 1 day right?	
[7/12/20 04:02PM]	[CLANCHAT]: Martijn: nah if u make 10 accounts rn u can claim on all 10 rewards	
[7/12/20 04:02PM]	[CLANCHAT]: Hairloss: Jesus	
[7/12/20 04:02PM]	[CLANCHAT]: Banaan: oh whut	
[7/12/20 04:02PM]	[CLANCHAT]: Hairloss: 30 mboxes	
[7/12/20 04:02PM]	[CLANCHAT]: Martijn: but like i said if i catch u probably the accounts will	
[7/12/20 04:02PM]	[CLANCHAT]: Martijn: be banned and we will check trade logs to get the items back	
[7/12/20 04:02PM]	[CLANCHAT]: Martijn: i hope u guys dont use this atm	
[7/12/20 04:03PM]	[CLANCHAT]: Banaan: on a server with 1000s of people it would make sense lmao	
[7/12/20 04:03PM]	[CLANCHAT]: Hairloss: lol yeah	
[7/12/20 04:03PM]	[CLANCHAT]: Banaan: but here youre caught easily	
[7/12/20 04:03PM]	[CLANCHAT]: Martijn: ikik but theres still people who try	
[7/12/20 04:03PM]	[CLANCHAT]: Hairloss: Lmao sneak 100	
[7/12/20 04:04PM]	[CLANCHAT]: Martijn: lolol	
[7/12/20 04:06PM]	[CLANCHAT]: Hairloss: But fr Mart, I had two accounts claim rewards early in the morning	
[7/12/20 04:06PM]	[CLANCHAT]: Hairloss: What'd I do about that	
[7/12/20 04:06PM]	[CLANCHAT]: Martijn: lol what did u do with it	
[7/12/20 04:07PM]	[CLANCHAT]: Hairloss: Nothing, it's still in my ult iron inv	
[7/12/20 04:07PM]	[CLANCHAT]: Martijn: ah cant do anything about that other then take it away lo	
[7/12/20 04:07PM]	[CLANCHAT]: Martijn: cant trade	
[7/12/20 04:07PM]	[CLANCHAT]: Hairloss: It's on Hairyzezima	
[7/12/20 04:07PM]	[CLANCHAT]: Hairloss: Inv slot 1	
[7/12/20 04:08PM]	[CLANCHAT]: Hairloss: 200 dragon bones	
[7/12/20 04:08PM]	[CLANCHAT]: Banaan: martijn the same message showed when i logged in?	
[7/12/20 04:08PM]	[CLANCHAT]: Hairloss: cheers Mart	
[7/12/20 04:08PM]	[CLANCHAT]: Banaan: maybe it has to deal with restarting the client?	
[7/12/20 04:08PM]	[CLANCHAT]: Martijn: what messae?	
[7/12/20 04:08PM]	[CLANCHAT]: Martijn: what message?	
[7/12/20 04:09PM]	[CLANCHAT]: Banaan: like the reward screen opens on login	
[7/12/20 04:09PM]	[CLANCHAT]: Martijn: its supposed to be that way	
[7/12/20 04:09PM]	[CLANCHAT]: Banaan: ah nvm lol	
[7/12/20 04:09PM]	[CLANCHAT]: Martijn: only if u have follower u have to  dissmiss it an use the cmd to 	
[7/12/20 04:09PM]	[CLANCHAT]: Martijn: open up the screen	
[7/12/20 04:12PM]	[CLANCHAT]: Martijn: anyone wanna gamble	
[7/12/20 04:12PM]	[CLANCHAT]: Hairloss: Legit already got hustled by the gamble npc	
[7/12/20 04:12PM]	[CLANCHAT]: Martijn: lool	
[7/12/20 04:16PM]	[CLANCHAT]: Martijn: who had my anguish again?	
[7/12/20 04:24PM]	[CLANCHAT]: Tampon: its anoying how to chat is black sometimes and i cant see it -.-	
[7/12/20 04:24PM]	[CLANCHAT]: Hairloss: F how does that happen?	
[7/12/20 04:24PM]	[CLANCHAT]: Tampon: on resizeable mode	
[7/12/20 04:24PM]	[CLANCHAT]: Tampon: its like that	
[7/12/20 04:25PM]	[CLANCHAT]: Hairloss: Oh lol	
[7/12/20 04:34PM]	[CLANCHAT]: Tampon: can i cancel my slayer task?	
[7/12/20 04:38PM]	[CLANCHAT]: Tampon: =O	
[7/12/20 04:38PM]	[CLANCHAT]: Hairloss: gzz	
[7/12/20 04:39PM]	[CLANCHAT]: Tampon: lol gonna take me forever to be able to use it	
[7/12/20 04:40PM]	[CLANCHAT]: Hairloss: You can cancel slayer tasks	
[7/12/20 04:40PM]	[CLANCHAT]: Tampon: yeah i figured it out it costs 5 points	
[7/12/20 04:40PM]	[CLANCHAT]: Hairloss: Lol	
[7/12/20 04:40PM]	[CLANCHAT]: Hairloss: yeah	
[7/12/20 04:41PM]	[CLANCHAT]: Tampon: im already super lucky on this server i got a drygore longsword from a 	
[7/12/20 04:42PM]	[CLANCHAT]: Tampon: clue	
[7/12/20 04:42PM]	[CLANCHAT]: Hairloss: yeah man, I got nothing from like 30 clues	
[7/12/20 04:42PM]	[CLANCHAT]: Tampon: also got a d platebody (or) from clue	
[7/12/20 04:42PM]	[CLANCHAT]: Hairloss: Oh sick	
[7/12/20 04:45PM]	[CLANCHAT]: Artae: anyone wanna dung with me xd	
[7/12/20 04:45PM]	[CLANCHAT]: Tampon: i will but what reqs?	
[7/12/20 04:45PM]	[CLANCHAT]: Hairloss: Legit nothing	
[7/12/20 04:46PM]	[CLANCHAT]: Hairloss: You go in buy addy scimmy, buy 5 basses, get tinderbox and log and burn	
[7/12/20 04:46PM]	[CLANCHAT]: Tampon: /im here	
[7/12/20 04:46PM]	[CLANCHAT]: Hairloss: Then slay out till boss where you protect from melee	
[7/12/20 04:47PM]	[CLANCHAT]: Tampon: where do i dig for the dungeoneering clue	
[7/12/20 04:47PM]	[CLANCHAT]: Martijn: there is a clue scroll guide man	
[7/12/20 04:47PM]	[CLANCHAT]: Tampon: where?	
[7/12/20 04:47PM]	[CLANCHAT]: Martijn: ur on server discord?	
[7/12/20 04:48PM]	[CLANCHAT]: Martijn: i can post the link there if u want	
[7/12/20 04:48PM]	[CLANCHAT]: Tampon: why is there no forums?	
[7/12/20 04:48PM]	[CLANCHAT]: Martijn: there is a website but for any questions about it u can contact flub	
[7/12/20 04:49PM]	[CLANCHAT]: Banaan: the discord is usefull i believe	
[7/12/20 04:49PM]	[CLANCHAT]: Artae: i just run to boss xd	
[7/12/20 04:49PM]	[CLANCHAT]: Artae: its faster	
[7/12/20 04:49PM]	[CLANCHAT]: Hairloss: True	
[7/12/20 04:49PM]	[CLANCHAT]: Hairloss: I just kill mobs for primals	
[7/12/20 04:50PM]	[CLANCHAT]: Banaan: whats the dr?	
[7/12/20 04:51PM]	[CLANCHAT]: Martijn: what u think about a guide section on disc	
[7/12/20 04:51PM]	[CLANCHAT]: Citroen: martijn is the rsps name actually based on the owners name?	
[7/12/20 04:51PM]	[CLANCHAT]: Hairloss: Oh that'd be lit	
[7/12/20 04:51PM]	[CLANCHAT]: Martijn: nah the owners name is iff	
[7/12/20 04:51PM]	[CLANCHAT]: Martijn: diff haha	
[7/12/20 04:51PM]	[CLANCHAT]: Citroen: why janus then :P	
[7/12/20 04:51PM]	[CLANCHAT]: Martijn: i really got no clue	
[7/12/20 04:51PM]	[CLANCHAT]: Banaan: hahaha	
[7/12/20 04:51PM]	[CLANCHAT]: Hairloss: Roman god of new beginning	
[7/12/20 04:51PM]	[CLANCHAT]: Martijn: take away the J tho 	
[7/12/20 04:51PM]	[CLANCHAT]: Hairloss: And doors	
[7/12/20 04:51PM]	[CLANCHAT]: Martijn: it says something we have 	
[7/12/20 04:51PM]	[CLANCHAT]: Citroen: yeah id prefer *anus	
[7/12/20 04:52PM]	[CLANCHAT]: Martijn: lollol	
[7/12/20 04:52PM]	[CLANCHAT]: Hairloss: Oh damn lol	
[7/12/20 04:52PM]	[CLANCHAT]: Citroen: i think that website already exists though :P	
[7/12/20 04:53PM]	[CLANCHAT]: Hairloss: hmm	
[7/12/20 04:53PM]	[CLANCHAT]: Hairloss: Gz	
[7/12/20 04:53PM]	[CLANCHAT]: Hairloss: What's the fastest fishing exp?	
[7/12/20 04:53PM]	[CLANCHAT]: Hairloss: Same as OSRS?	
[7/12/20 04:53PM]	[CLANCHAT]: Banaan: bro the fish xp is redic here	
[7/12/20 04:53PM]	[CLANCHAT]: Banaan: it doesnt even matter what you do and youll get 99 in an hour :p	
[7/12/20 04:53PM]	[CLANCHAT]: Hairloss: Ngl 10k for lobbies	
[7/12/20 04:54PM]	[CLANCHAT]: Hairloss: yeah true that	
[7/12/20 04:54PM]	[CLANCHAT]: Banaan: rocks cooking is like 45k xp ea	
[7/12/20 04:54PM]	[CLANCHAT]: Hairloss: Tryna max is difficult	
[7/12/20 04:54PM]	[CLANCHAT]: Hairloss: Oh fr	
[7/12/20 04:54PM]	[CLANCHAT]: Banaan: eh you havent played the real rs i assume :p	
[7/12/20 04:54PM]	[CLANCHAT]: Hairloss: i have	
[7/12/20 04:54PM]	[CLANCHAT]: Banaan: i have a 2.5b xp acc there lmao	
[7/12/20 04:54PM]	[CLANCHAT]: Hairloss: Legit bro	
[7/12/20 04:54PM]	[CLANCHAT]: Banaan: so this is a joke	
[7/12/20 04:55PM]	[CLANCHAT]: Hairloss: 2.5b is insane	
[7/12/20 04:55PM]	[CLANCHAT]: Tampon: lol clipping definitely needs some work on this server =P	
[7/12/20 04:55PM]	[CLANCHAT]: Banaan: but i love rsps;s	
[7/12/20 04:55PM]	[CLANCHAT]: Hairloss: Same same	
[7/12/20 04:56PM]	[CLANCHAT]: Martijn: okay section is made and the clue scroll link is in it	
[7/12/20 04:56PM]	[CLANCHAT]: Tampon: there is lootshare on here?	
[7/12/20 04:56PM]	[CLANCHAT]: Hairloss: cheers Mart	
[7/12/20 04:56PM]	[CLANCHAT]: Martijn: not sure if it works tho	
[7/12/20 04:56PM]	[CLANCHAT]: Martijn: u can all add guides etc but if they are  in correct i will delete them	
[7/12/20 04:56PM]	[CLANCHAT]: Banaan: how many steps a clue has on avg?	
[7/12/20 04:57PM]	[CLANCHAT]: Martijn: lowest rewards only 1 step	
[7/12/20 04:57PM]	[CLANCHAT]: Banaan: lol	
[7/12/20 04:57PM]	[CLANCHAT]: Martijn: high level rewards like 3rd age 	
[7/12/20 04:57PM]	[CLANCHAT]: Hairloss: Oh fr, then all my clues have been low tier	
[7/12/20 04:57PM]	[CLANCHAT]: Banaan: but how does that work, there are multiple clue variants?	
[7/12/20 04:58PM]	[CLANCHAT]: Martijn: atm there are 2 to 3 difficulties i think 	
[7/12/20 04:58PM]	[CLANCHAT]: Artae: we'll get there xd	
[7/12/20 04:58PM]	[CLANCHAT]: Martijn: the higher the table it rolls 	
[7/12/20 04:58PM]	[CLANCHAT]: Martijn: the more steps u need	
[7/12/20 04:58PM]	[CLANCHAT]: Martijn: stillll need to rework them a bit 	
[7/12/20 04:58PM]	[CLANCHAT]: Banaan: yh but how can we disguise them from each other	
[7/12/20 04:58PM]	[CLANCHAT]: Martijn: at this moment it doesnt say what difficulty it is	
[7/12/20 04:59PM]	[CLANCHAT]: Martijn: like i said im reworking them but that might take some time 	
[7/12/20 04:59PM]	[CLANCHAT]: Citroen: sure	
[7/12/20 04:59PM]	[CLANCHAT]: Martijn: to add easy medium hard extreme to it 	
[7/12/20 04:59PM]	[CLANCHAT]: Hairloss: Oh sick	
[7/12/20 05:00PM]	[CLANCHAT]: Martijn: and might make some more steps to them also	
[7/12/20 05:03PM]	[CLANCHAT]: Banaan: whats in the 5$ mystery boxes?	
[7/12/20 05:07PM]	[CLANCHAT]: Citroen: anybody knows?	
[7/12/20 05:08PM]	[CLANCHAT]: Hairloss: It's on the Janus.rip website	
[7/12/20 05:08PM]	[CLANCHAT]: Hairloss: On the mboxes	
[7/12/20 05:08PM]	[CLANCHAT]: Banaan: ty	
[7/12/20 05:08PM]	[CLANCHAT]: Artae: its also on discord	
[7/12/20 05:08PM]	[CLANCHAT]: Hairloss: yep	
[7/12/20 05:10PM]	[CLANCHAT]: Tampon: anyone wanna join us at dung?	
[7/12/20 05:22PM]	[CLANCHAT]: Tampon: anyone wanna come do some dung with me?	
[7/12/20 05:22PM]	[CLANCHAT]: Banaan: is dung multi here?	
[7/12/20 05:22PM]	[CLANCHAT]: Hairloss: yeah dung is multi	
[7/12/20 05:26PM]	[CLANCHAT]: Tampon: lol	
[7/12/20 05:36PM]	[CLANCHAT]: Hairloss: Welcome	
[7/12/20 05:36PM]	[CLANCHAT]: Yrth: ey	
[7/12/20 05:36PM]	[CLANCHAT]: Hairloss: How you doing?	
[7/12/20 05:36PM]	[CLANCHAT]: Yrth: good, good	
[7/12/20 05:36PM]	[CLANCHAT]: Yrth: yourself?	
[7/12/20 05:37PM]	[CLANCHAT]: Hairloss: pretty great man, just skilling and chilling	
[7/12/20 05:37PM]	[CLANCHAT]: Yrth: do you know when a dev usually comes on	
[7/12/20 05:38PM]	[CLANCHAT]: Hairloss: Usually devs are always on in Discord	
[7/12/20 05:38PM]	[CLANCHAT]: Hairloss: But here I really don't know, they are usually busy with bugs	
[7/12/20 05:38PM]	[CLANCHAT]: Hairloss: and life	
[7/12/20 05:39PM]	[CLANCHAT]: Yrth: cause the client was bugged for me, and i finallly fixed it. i thought they mig	
[7/12/20 05:39PM]	[CLANCHAT]: Hairloss: Oh snap	
[7/12/20 05:39PM]	[CLANCHAT]: Yrth: might want to know what caused it	
[7/12/20 05:39PM]	[CLANCHAT]: Hairloss: yeah theres a bug suggestion chat on discord	
[7/12/20 05:39PM]	[CLANCHAT]: Hairloss: bug report*	
[7/12/20 05:43PM]	[CLANCHAT]: Synapse: can someone help with a clue?	
[7/12/20 05:44PM]	[CLANCHAT]: Hairloss: Wassup?	
[7/12/20 05:44PM]	[CLANCHAT]: Synapse: dig near the fourth minigame teleport	
[7/12/20 05:44PM]	[CLANCHAT]: Hairloss: Which one?	
[7/12/20 05:44PM]	[CLANCHAT]: Hairloss: Come pest control	
[7/12/20 05:44PM]	[CLANCHAT]: Hairloss: Minigame tp	
[7/12/20 05:44PM]	[CLANCHAT]: Tampon: anyone wanna join us at dungeoneering?	
[7/12/20 06:12PM]	[CLANCHAT]: Hairloss: Welcome back	
[7/12/20 06:12PM]	[CLANCHAT]: Martijn: tvm	
[7/12/20 06:12PM]	[CLANCHAT]: Martijn: tyvm	
[7/12/20 06:13PM]	[CLANCHAT]: Hairloss: Mart I think theres a big problem	
[7/12/20 06:14PM]	[CLANCHAT]: Martijn: ?	
[7/12/20 06:14PM]	[CLANCHAT]: Martijn: shoot	
[7/12/20 06:14PM]	[CLANCHAT]: Hairloss: I can make ring of wealth which sells for 10mill with gold bar and dragonstone	
[7/12/20 06:14PM]	[CLANCHAT]: Derived: abuse it!	
[7/12/20 06:14PM]	[CLANCHAT]: Hairloss: that's like 50k for 8.5mill	
[7/12/20 06:14PM]	[CLANCHAT]: Derived: lol	
[7/12/20 06:14PM]	[CLANCHAT]: Uzi: run it up	
[7/12/20 06:14PM]	[CLANCHAT]: Martijn: lolol ty	
[7/12/20 06:14PM]	[CLANCHAT]: Uzi: lmfao	
[7/12/20 06:15PM]	[CLANCHAT]: Martijn: then we have to decrease row to combined price of d stone	
[7/12/20 06:15PM]	[CLANCHAT]: Martijn: and gold bar	
[7/12/20 06:15PM]	[CLANCHAT]: Hairloss: Coolio	
[7/12/20 06:15PM]	[CLANCHAT]: Uzi: need to make ring of wealth (i)	
[7/12/20 06:15PM]	[CLANCHAT]: Hairloss: How much better it that then normal row	
[7/12/20 06:16PM]	[CLANCHAT]: Banaan: do they even work at all	
[7/12/20 06:16PM]	[CLANCHAT]: Uzi: ya 5% roll on rare drop	
[7/12/20 06:16PM]	[CLANCHAT]: Uzi: for regular	
[7/12/20 06:16PM]	[CLANCHAT]: Tampon: anyone sell me a row?]	
[7/12/20 06:16PM]	[CLANCHAT]: Uzi: i aked flub	
[7/12/20 06:16PM]	[CLANCHAT]: Hairloss: Oh snap	
[7/12/20 06:17PM]	[CLANCHAT]: Hairloss: there are like 10 row in market for 10mill	
[7/12/20 06:17PM]	[CLANCHAT]: Tampon: ill buy row 10m!	
[7/12/20 06:17PM]	[CLANCHAT]: Hairloss: 25	
[7/12/20 06:17PM]	[CLANCHAT]: Uzi: im laggy af today idk why	
[7/12/20 06:17PM]	[CLANCHAT]: Hairloss: you could make it yourself pretty easily tho	
[7/12/20 06:18PM]	[CLANCHAT]: Hairloss: Come home tampon	
[7/12/20 06:18PM]	[CLANCHAT]: Tampon: someone make me a row i want the 5% droprate'	
[7/12/20 06:18PM]	[CLANCHAT]: Hairloss: i got one for you	
[7/12/20 06:18PM]	[CLANCHAT]: Tampon: ok	
[7/12/20 06:19PM]	[CLANCHAT]: Uzi: dude how c an i get rid of that stupid 100% cpu usage	
[7/12/20 06:20PM]	[CLANCHAT]: Hairloss: On task manager can you set priority on low	
[7/12/20 06:22PM]	[CLANCHAT]: Hairloss: Mart are there dragon bolt tips in Janus?	
[7/12/20 06:22PM]	[CLANCHAT]: Tampon: anyone wanna buy drygore longsword?	
[7/12/20 06:22PM]	[CLANCHAT]: Martijn: hairloss ima check	
[7/12/20 06:23PM]	[CLANCHAT]: Martijn: tampon	
[7/12/20 06:23PM]	[CLANCHAT]: Martijn: hm u want for it	
[7/12/20 06:23PM]	[CLANCHAT]: Tampon: idk whats it worth lol	
[7/12/20 06:23PM]	[CLANCHAT]: Hairloss: i can't seem to fletch unf dragon bolts	
[7/12/20 06:23PM]	[CLANCHAT]: Uzi: you justs add feather	
[7/12/20 06:23PM]	[CLANCHAT]: Martijn: hmm weird	
[7/12/20 06:23PM]	[CLANCHAT]: Hairloss: Oh legit	
[7/12/20 06:23PM]	[CLANCHAT]: Martijn: probably if it wont work its not coded to do so 	
[7/12/20 06:24PM]	[CLANCHAT]: Hairloss: nah it was just not enough feathers	
[7/12/20 06:24PM]	[CLANCHAT]: Martijn: so flub has to look at fletching 	
[7/12/20 06:24PM]	[CLANCHAT]: Hairloss: its gucci I'm being dumb	
[7/12/20 06:24PM]	[CLANCHAT]: Martijn: lol wut	
[7/12/20 06:24PM]	[CLANCHAT]: Martijn: tampon ill pay 500m for it	
[7/12/20 06:24PM]	[CLANCHAT]: Hairloss: Legit had too little feathers	
[7/12/20 06:24PM]	[CLANCHAT]: Tampon: ok	
[7/12/20 06:25PM]	[CLANCHAT]: Martijn: lolol does anyone else has tthar runes dont decrease when 	
[7/12/20 06:25PM]	[CLANCHAT]: Martijn: u use spel	
[7/12/20 06:25PM]	[CLANCHAT]: Banaan: mage lvl 1 	
[7/12/20 06:25PM]	[CLANCHAT]: Banaan: lel	
[7/12/20 06:26PM]	[CLANCHAT]: Hairloss: You testing what spell?	
[7/12/20 06:26PM]	[CLANCHAT]: Martijn: high alch	
[7/12/20 06:27PM]	[CLANCHAT]: Hairloss: Nope mine decrease	
[7/12/20 06:27PM]	[CLANCHAT]: Martijn: gg	
[7/12/20 06:27PM]	[CLANCHAT]: Hairloss: hax	
[7/12/20 06:27PM]	[CLANCHAT]: Martijn: prob donor perk	
[7/12/20 06:27PM]	[CLANCHAT]: Martijn: or staff	
[7/12/20 06:27PM]	[CLANCHAT]: Martijn: ahah	
[7/12/20 06:27PM]	[CLANCHAT]: Hairloss: Prolly that honestly	
[7/12/20 06:28PM]	[CLANCHAT]: Hairloss: Oh fr you can't use dragonstone dragon bolts wiht chaotics	
[7/12/20 06:29PM]	[CLANCHAT]: Uzi: ya u can	
[7/12/20 06:29PM]	[CLANCHAT]: Uzi: oh not draagon dragon	
[7/12/20 06:29PM]	[CLANCHAT]: Hairloss: Oh lol	
[7/12/20 06:29PM]	[CLANCHAT]: Uzi: need dragon hunter crossbow	
[7/12/20 06:29PM]	[CLANCHAT]: Hairloss: What about onyx dragon bolts?	
[7/12/20 06:30PM]	[CLANCHAT]: Uzi: i reccomend dragonstone bolt (e)	
[7/12/20 06:30PM]	[CLANCHAT]: Hairloss: Oh cheers	
[7/12/20 06:30PM]	[CLANCHAT]: Uzi: ill try onyx again but i think i was maxing better with dragon stone	
[7/12/20 06:30PM]	[CLANCHAT]: Uzi: all i do is range lol	
[7/12/20 06:30PM]	[CLANCHAT]: Martijn: guyss	
[7/12/20 06:30PM]	[CLANCHAT]: Uzi: martinn	
[7/12/20 06:30PM]	[CLANCHAT]: Martijn: almost 400b cash	
[7/12/20 06:30PM]	[CLANCHAT]: Martijn: woot woot	
[7/12/20 06:31PM]	[CLANCHAT]: Hairloss: lmao just to flex	
[7/12/20 06:31PM]	[CLANCHAT]: Uzi: what u got for  sale	
[7/12/20 06:31PM]	[CLANCHAT]: Martijn: i just alched 6 spiritshield sets	
[7/12/20 06:31PM]	[CLANCHAT]: Hairloss: Jesus	
[7/12/20 06:31PM]	[CLANCHAT]: Uzi: damn boy	
[7/12/20 06:31PM]	[CLANCHAT]: Martijn: g	
[7/12/20 06:31PM]	[CLANCHAT]: Uzi: i need blow pipe	
[7/12/20 06:31PM]	[CLANCHAT]: Martijn: dont have it man	
[7/12/20 06:31PM]	[CLANCHAT]: Uzi: dragon hunter cross bow	
[7/12/20 06:31PM]	[CLANCHAT]: Martijn: that one i got	
[7/12/20 06:32PM]	[CLANCHAT]: Uzi: brb	
[7/12/20 06:33PM]	[CLANCHAT]: Hairloss: Just need to max agility hunter and construction now	
[7/12/20 06:33PM]	[CLANCHAT]: Martijn: nice	
[7/12/20 06:33PM]	[CLANCHAT]: Hairloss: It'd be nice to get a max cape	
[7/12/20 06:34PM]	[CLANCHAT]: Martijn: im to lazy	
[7/12/20 06:34PM]	[CLANCHAT]: Hairloss: lol	
[7/12/20 06:34PM]	[CLANCHAT]: Martijn: what	
[7/12/20 06:35PM]	[CLANCHAT]: Hairloss: Oh fr my familiar isn't attacking	
[7/12/20 06:36PM]	[CLANCHAT]: Tampon: where can i find wild dogs besides brimhaven dung?	
[7/12/20 06:36PM]	[CLANCHAT]: Hairloss: I think only there?	
[7/12/20 06:37PM]	[CLANCHAT]: Tampon: damn i gotta get 30 wcing =(	
[7/12/20 06:37PM]	[CLANCHAT]: Hairloss: What theres a wc requirement for that?	
[7/12/20 06:38PM]	[CLANCHAT]: Uzi: what damn crossbow uses dragon bolts lol	
[7/12/20 06:39PM]	[CLANCHAT]: Hairloss: hell if I know	
[7/12/20 06:39PM]	[CLANCHAT]: Uzi: i got the crossbow it doesnt work with em	
[7/12/20 06:39PM]	[CLANCHAT]: Martijn: lol cant use d bolts with it	
[7/12/20 06:39PM]	[CLANCHAT]: Hairloss: Oh rip	
